Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
ACTA ORTHOPAEDICA,ACTA ORTHOP,ENGLAND,X,,,
ACTA ORTHOPAEDICA BELGICA,ACTA ORTHOP BELG,BELGIUM,X,,,
ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA,ACTA ORTHOP TRAUMATO,TURKEY,X,,,
ACTA ORTOPEDICA BRASILEIRA,ACTA ORTOP BRAS,BRAZIL,X,,,
ACTA OTO-LARYNGOLOGICA,ACTA OTO-LARYNGOL,NORWAY,X,,,
ACTA OTO-LARYNGOLOGICA CASE REPORTS,ACTA OTO-LARYNGOL CA,ENGLAND,,,,X
ACTA OTORHINOLARYNGOLOGICA ITALICA,ACTA OTORHINOLARYNGO,ITALY,X,,,
ACTA OTORRINOLARINGOLOGICA ESPANOLA,ACTA OTORRINOLAR ESP,SPAIN,,,,X
ACTA PAEDIATRICA,ACTA PAEDIATR,DENMARK,X,,,
ACTA PALAEONTOLOGICA POLONICA,ACTA PALAEONTOL POL,POLAND,X,,,
ACTA PARASITOLOGICA,ACTA PARASITOL,POLAND,X,,,
ACTA PAULISTA DE ENFERMAGEM,ACTA PAUL ENFERM,BRAZIL,X,X,,
ACTA PEDIATRICA DE MEXICO,ACTA PEDIATR MEX,MEXICO,,,,X
ACTA PETROLOGICA SINICA,ACTA PETROL SIN,PEOPLES R CHINA,X,,,
ACTA PHARMACEUTICA,ACTA PHARMACEUT,CROATIA,X,,,
ACTA PHARMACEUTICA SINICA B,ACTA PHARM SIN B,PEOPLES R CHINA,X,,,
ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,PEOPLES R CHINA,X,,,
ACTA PHILOSOPHICA,ACTA PHILOS,ITALY,,,X,
ACTA PHLEBOLOGICA,ACTA PHLEBOL,ITALY,,,,X
ACTA PHOTONICA SINICA,ACTA PHOTONICA SINIC,PEOPLES R CHINA,,,,X
ACTA PHYSICA POLONICA A,ACTA PHYS POL A,POLAND,X,,,
ACTA PHYSICA POLONICA B,ACTA PHYS POL B,POLAND,X,,,
ACTA PHYSICA SINICA,ACTA PHYS SIN-CH ED,PEOPLES R CHINA,X,,,
ACTA PHYSICA SLOVACA,ACTA PHYS SLOVACA,SLOVAKIA,X,,,
ACTA PHYSICO-CHIMICA SINICA,ACTA PHYS-CHIM SIN,PEOPLES R CHINA,X,,,
ACTA PHYSIOLOGIAE PLANTARUM,ACTA PHYSIOL PLANT,GERMANY,X,,,
ACTA PHYSIOLOGICA,ACTA PHYSIOL,ENGLAND,X,,,
ACTA PHYTOTAXONOMICA ET GEOBOTANICA,ACTA PHYTOTAX GEOBOT,JAPAN,X,,,
ACTA POETICA,ACTA POETICA,MEXICO,,,,X
ACTA POLITICA,ACTA POLIT,NETHERLANDS,,X,,
ACTA POLONIAE HISTORICA,ACTA POL HIST,POLAND,,,X,
ACTA POLONIAE PHARMACEUTICA,ACTA POL PHARM,POLAND,X,,,
ACTA POLYMERICA SINICA,ACTA POLYM SIN,PEOPLES R CHINA,X,,,
ACTA POLYTECHNICA,ACTA POLYTECH,CZECH REPUBLIC,,,,X
ACTA POLYTECHNICA HUNGARICA,ACTA POLYTECH HUNG,HUNGARY,X,,,
ACTA PROTOZOOLOGICA,ACTA PROTOZOOL,POLAND,X,,,
ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA,ACTA PSIQUIAT PSICOL,ARGENTINA,,,,X
ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,ENGLAND,X,X,,
ACTA PSYCHOLOGICA,ACTA PSYCHOL,NETHERLANDS,,X,,
ACTA RADIOLOGICA,ACTA RADIOL,ENGLAND,X,,,
ACTA RADIOLOGICA OPEN,ACTA RADIOL OPEN,NORWAY,,,,X
ACTA REUMATOLOGICA PORTUGUESA,ACTA REUMATOL PORT,PORTUGAL,X,,,
ACTA SCIENTIAE VETERINARIAE,ACTA SCI VET,BRAZIL,X,,,
ACTA SCIENTIARUM MATHEMATICARUM,ACTA SCI MATH,HUNGARY,,,,X
ACTA SCIENTIARUM POLONORUM-FORMATIO CIRCUMIECTUS,ACTA SCI POL-FORM C,POLAND,,,,X
ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,ACTA SCI POL-HORTORU,POLAND,X,,,
ACTA SCIENTIARUM POLONORUM-TECHNOLOGIA ALIMENTARIA,ACTA SCI POLON-TECHN,POLAND,,,,X
ACTA SCIENTIARUM-AGRONOMY,ACTA SCI-AGRON,BRAZIL,X,,,
ACTA SCIENTIARUM-HEALTH SCIENCES,ACTA SCI-HEALTH SCI,BRAZIL,,,,X
ACTA SCIENTIARUM-TECHNOLOGY,ACTA SCI-TECHNOL,BRAZIL,X,,,
ACTA SILVAE ET LIGNI,ACTA SILVAE LIGNI,SLOVENIA,,,,X
ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,POLAND,X,,,
ACTA SOCIOLOGICA,ACTA SOCIOL,ENGLAND,,X,,
ACTA STOMATOLOGICA CROATICA,ACTA STOMATOL CROAT,CROATIA,,,,X
ACTA STRUCTILIA,ACTA STRUCTILIA,SOUTH AFRICA,,,,X
ACTA TECHNICA NAPOCENSIS SERIES-APPLIED MATHEMATICS MECHANICS AND ENGINEERING,ACTA TECH NAPOC SER-,ROMANIA,,,,X
ACTA TECHNOLOGICA AGRICULTURAE,ACTA TECHNOL AGR,SLOVAKIA,,,,X
ACTA TROPICA,ACTA TROP,NETHERLANDS,X,,,
ACTA TURISTICA,ACTA TURISTICA,CROATIA,,,,X
ACTA UNIVERSITATIS SAPIENTIAE INFORMATICA,ACTA U SAPIEN INFORM,ROMANIA,,,,X
ACTA UNIVERSITATIS SAPIENTIAE-FILM AND MEDIA STUDIES,ACTA U SAPIENTIAE-FI,POLAND,,,,X
ACTA UNIVERSITATIS SAPIENTIAE-MATHEMATICA,ACTA U SAPIENTIAE-MA,POLAND,,,,X
ACTA VETERINARIA BRNO,ACTA VET BRNO,CZECH REPUBLIC,X,,,
ACTA VETERINARIA EURASIA,ACTA VET EURASIA,TURKEY,,,,X
ACTA VETERINARIA HUNGARICA,ACTA VET HUNG,HUNGARY,X,,,
ACTA VETERINARIA SCANDINAVICA,ACTA VET SCAND,DENMARK,X,,,
ACTA VETERINARIA-BEOGRAD,ACTA VET-BEOGRAD,POLAND,X,,,
ACTA VIROLOGICA,ACTA VIROL,SLOVAKIA,X,,,
ACTA ZOOLOGICA,ACTA ZOOL-STOCKHOLM,ENGLAND,X,,,
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,ACTA ZOOL ACAD SCI H,HUNGARY,X,,,
ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,BULGARIA,X,,,
ACTAS DERMO-SIFILIOGRAFICAS,ACTAS DERMO-SIFILOGR,SPAIN,,,,X
ACTAS ESPANOLAS DE PSIQUIATRIA,ACTAS ESP PSIQUIATRI,SPAIN,X,,,
ACTAS UROLOGICAS ESPANOLAS,ACTAS UROL ESP,SPAIN,X,,,
ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,ACTES RECH SCI SOC,FRANCE,,X,,
ACTION LEARNING,ACTION LEARN,ENGLAND,,,,X
ACTION RESEARCH,ACTION RES-LONDON,ENGLAND,,X,,
ACTIVE AND PASSIVE ELECTRONIC COMPONENTS,ACT PASSIV ELECTRON,UNITED STATES,,,,X
ACTIVE LEARNING IN HIGHER EDUCATION,ACT LEARN HIGH EDUC,UNITED STATES,,X,,
ACTIVITAS NERVOSA SUPERIOR REDIVIVA,ACT NERV SUPER REDIV,SLOVAKIA,,,,X
ACTIVITES-REVUE ELECTRONIQUE,ACTIVITIES,FRANCE,,,,X
ACTIVITIES ADAPTATION & AGING,ACT ADAPT AGING,UNITED STATES,,,,X
ACTUALIDAD CONTABLE FACES,ACTUAL CONTAB FACES,VENEZUELA,,,,X
ACTUALIDAD JURIDICA AMBIENTAL,ACTUAL JURID AMBIENT,SPAIN,,,,X
ACTUALIDADES EN PSICOLOGIA,ACTUAL PSICOL,COSTA RICA,,,,X
ACTUALIDADES PEDAGOGICAS,ACTUAL PEDAGOG,COLOMBIA,,,,X
ACTUALITE ECONOMIQUE,ACTUAL ECON,CANADA,,,,X
ACTUALITES PHARMACEUTIQUES,ACTUAL PHARMACEUT,FRANCE,,,,X
ACTUALIZACIONES EN OSTEOLOGIA,ACTUAL OSTEOL,ARGENTINA,,,,X
ACTUATORS,ACTUATORS,SWITZERLAND,X,,,
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,ACUPUNCTURE ELECTRO,UNITED STATES,X,,,
ACUPUNCTURE IN MEDICINE,ACUPUNCT MED,ENGLAND,X,,,
ACUTE AND CRITICAL CARE,ACUTE CRIT CARE,SOUTH KOREA,,,,X
ACUTE MEDICINE & SURGERY,ACUTE MED SURG,UNITED STATES,,,,X
AD ALTA-JOURNAL OF INTERDISCIPLINARY RESEARCH,AD ALTA-INTERDISCIP,CZECH REPUBLIC,,,,X
AD HOC & SENSOR WIRELESS NETWORKS,AD HOC SENS WIREL NE,UNITED STATES,X,,,
AD HOC NETWORKS,AD HOC NETW,NETHERLANDS,X,,,
ADALYA,ADALYA,TURKEY,,,X,
ADANSONIA,ADANSONIA,FRANCE,X,,,
ADAPTATION-THE JOURNAL OF LITERATURE ON SCREEN STUDIES,ADAPTATION-UK,ENGLAND,,,X,
ADAPTED PHYSICAL ACTIVITY QUARTERLY,ADAPT PHYS ACT Q,UNITED STATES,X,,,
ADAPTIVE BEHAVIOR,ADAPT BEHAV,ENGLAND,X,X,,
ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY,ADAPT HUM BEHAV PHYS,GERMANY,,,,X
ADCAIJ-ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL,ADCAIJ-ADV DISTRIB C,SPAIN,,,,X
ADCOMUNICA-REVISTA CIENTIFICA DE ESTRATEGIAS TENDENCIAS E INNOVACION EN COMMUNICACION,ADCOMUNICA,SPAIN,,,,X
ADDICTA-THE TURKISH JOURNAL ON ADDICTIONS,ADDICTA,TURKEY,,,,X
ADDICTION,ADDICTION,ENGLAND,X,X,,
ADDICTION BIOLOGY,ADDICT BIOL,ENGLAND,X,,,
ADDICTION RESEARCH & THEORY,ADDICT RES THEORY,ENGLAND,,X,,
ADDICTION SCIENCE & CLINICAL PRACTICE,ADDICT SCI CLIN PRAC,ENGLAND,X,X,,
ADDICTIVE BEHAVIORS,ADDICT BEHAV,ENGLAND,X,X,,
ADDICTIVE DISORDERS & THEIR TREATMENT,ADDICT DISORD TREAT,UNITED STATES,,,,X
ADDITIVE MANUFACTURING,ADDIT MANUF,NETHERLANDS,X,,,
ADELAIDE LAW REVIEW,ADEL LAW REV,AUSTRALIA,,,,X
ADEPTUS,ADEPTUS,POLAND,,,,X
ADICCIONES,ADICCIONES,SPAIN,X,X,,
ADIPOCYTE,ADIPOCYTE,UNITED STATES,X,,,
ADMET AND DMPK,ADMET DMPK,CROATIA,,,,X
AD-MINISTER,AD-MINIST,COLOMBIA,,,,X
ADMINISTRACAO PUBLICA E GESTAO SOCIAL,ADM PUBLICA GEST SOC,BRAZIL,,,,X
ADMINISTRACAO-ENSINO E PESQUISA,ADMINISTRACAO,BRAZIL,,,,X
ADMINISTRATION,ADMINSTRATION,POLAND,,,,X
ADMINISTRATION & SOCIETY,ADMIN SOC,UNITED STATES,,X,,
ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH,ADM POLICY MENT HLTH,UNITED STATES,,X,,
ADMINISTRATIVE LAW REVIEW,ADMIN LAW REV,UNITED STATES,,X,,
ADMINISTRATIVE SCIENCE QUARTERLY,ADMIN SCI QUART,UNITED STATES,,X,,
ADMINISTRATIVE SCIENCES,ADM SCI,SWITZERLAND,,,,X
ADOLESCENT HEALTH MEDICINE AND THERAPEUTICS,ADOLESC HEALTH MED T,NEW ZEALAND,,,,X
ADOLESCENT PSYCHIATRY,ADOLES PSYCHIAT-NETH,NETHERLANDS,,,,X
ADOLESCENT RESEARCH REVIEW,ADOLESC RES REV,SWITZERLAND,,,,X
ADOPTION AND FOSTERING,ADOPT FOSTER,ENGLAND,,,,X
ADOPTION QUARTERLY,ADOPT Q,UNITED STATES,,,,X
ADSORPTION SCIENCE & TECHNOLOGY,ADSORPT SCI TECHNOL,UNITED STATES,X,,,
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,ADSORPTION,UNITED STATES,X,,,
ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,UNITED STATES,,X,,
ADULT LEARNING,ADULT LEARN,UNITED STATES,,,,X
ADULTSPAN JOURNAL,ADULTSPAN J,UNITED STATES,,,,X
ADVANCED BIOMEDICAL ENGINEERING,ADV BIOMED ENG,JAPAN,,,,X
ADVANCED COMPOSITE MATERIALS,ADV COMPOS MATER,ENGLAND,X,,,
ADVANCED COMPOSITES AND HYBRID MATERIALS,ADV COMPOS HYBRID MA,SWITZERLAND,X,,,
ADVANCED COMPOSITES LETTERS,ADV COMPOS LETT,ENGLAND,X,,,
ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,NETHERLANDS,X,,,
ADVANCED EDUCATION,ADV EDUC,UKRAINE,,,,X
ADVANCED ELECTROMAGNETICS,ADV ELECTROMAGN,FRANCE,,,,X
ADVANCED ELECTRONIC MATERIALS,ADV ELECTRON MATER,GERMANY,X,,,
ADVANCED EMERGENCY NURSING JOURNAL,ADV EMERG NURS J,UNITED STATES,,,,X
ADVANCED ENERGY MATERIALS,ADV ENERGY MATER,GERMANY,X,,,
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,ENGLAND,X,,,
ADVANCED ENGINEERING MATERIALS,ADV ENG MATER,GERMANY,X,,,
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,GERMANY,X,,,
ADVANCED HEALTHCARE MATERIALS,ADV HEALTHC MATER,ENGLAND,X,,,
ADVANCED JOURNAL OF EMERGENCY MEDICINE,ADV J EMERG MED,IRAN,,,,X
ADVANCED MANUFACTURING-POLYMER & COMPOSITES SCIENCE,ADV MANUF-POLYM COMP,ENGLAND,,,,X
ADVANCED MATERIALS,ADV MATER,GERMANY,X,,,
ADVANCED MATERIALS & PROCESSES,ADV MATER PROCESS,UNITED STATES,X,,,
ADVANCED MATERIALS INTERFACES,ADV MATER INTERFACES,GERMANY,X,,,
ADVANCED MATERIALS TECHNOLOGIES,ADV MATER TECHNOL-US,UNITED STATES,X,,,
ADVANCED NONLINEAR STUDIES,ADV NONLINEAR STUD,UNITED STATES,X,,,
ADVANCED OPTICAL MATERIALS,ADV OPT MATER,GERMANY,X,,,
ADVANCED OPTICAL TECHNOLOGIES,ADV OPT TECHNOL,GERMANY,,,,X
ADVANCED PHARMACEUTICAL BULLETIN,ADV PHARM BULL,IRAN,,,,X
ADVANCED POWDER TECHNOLOGY,ADV POWDER TECHNOL,JAPAN,X,,,
ADVANCED QUANTUM TECHNOLOGIES,ADV QUANTUM TECHNOL,GERMANY,,,,X
ADVANCED ROBOTICS,ADV ROBOTICS,ENGLAND,X,,,
ADVANCED SCIENCE,ADV SCI,UNITED STATES,X,,,
ADVANCED STEEL CONSTRUCTION,ADV STEEL CONSTR,PEOPLES R CHINA,X,,,
ADVANCED SUSTAINABLE SYSTEMS,ADV SUSTAIN SYST,GERMANY,X,,,
ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,GERMANY,X,,,
ADVANCED THEORY AND SIMULATIONS,ADV THEOR SIMUL,GERMANY,X,,,
ADVANCED THERAPEUTICS,ADV THER-GERMANY,GERMANY,,,,X
ADVANCEMENTS IN LIFE SCIENCES,ADV LIFE SCI-PAK,PAKISTAN,,,,X
ADVANCEMENTS OF MICROBIOLOGY,ADV MICROBIOL-NY,POLAND,X,,,
ADVANCES AND APPLICATIONS IN DISCRETE MATHEMATICS,ADV APPL DISCRET MAT,INDIA,,,,X
ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES,ADV APPL MATH SCI,INDIA,,,,X
ADVANCES AND APPLICATIONS IN STATISTICS,ADV APPL STAT,INDIA,,,,X
ADVANCES IN ACCOUNTING,ADV ACCOUNT,NETHERLANDS,,,,X
ADVANCES IN ACOUSTICS AND VIBRATION,ADV ACOUS VIB,UNITED STATES,,,,X
ADVANCES IN AGRONOMY,ADV AGRON,UNITED STATES,X,,,
ADVANCES IN AIRCRAFT AND SPACECRAFT SCIENCE,ADV AIRCR SPACECR SC,SOUTH KOREA,,,,X
ADVANCES IN ANATOMIC PATHOLOGY,ADV ANAT PATHOL,UNITED STATES,X,,,
ADVANCES IN ANATOMY EMBRYOLOGY AND CELL BIOLOGY,ADV ANAT EMBRYOL CEL,UNITED STATES,X,,,
ADVANCES IN APPLIED CERAMICS,ADV APPL CERAM,ENGLAND,X,,,
ADVANCES IN APPLIED CLIFFORD ALGEBRAS,ADV APPL CLIFFORD AL,SWITZERLAND,X,,,
ADVANCES IN APPLIED MATHEMATICS,ADV APPL MATH,UNITED STATES,X,,,
ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,ADV APPL MATH MECH,HONG KONG,X,,,
ADVANCES IN APPLIED MECHANICS,ADV APPL MECH,UNITED STATES,X,,,
ADVANCES IN APPLIED MICROBIOLOGY,ADV APPL MICROBIOL,UNITED STATES,X,,,
ADVANCES IN APPLIED PROBABILITY,ADV APPL PROBAB,ENGLAND,X,,,
ADVANCES IN ARCHAEOLOGICAL PRACTICE,ADV ARCHAEOL PRACT,UNITED STATES,,,X,
ADVANCES IN ASTRONOMY,ADV ASTRON,UNITED STATES,X,,,
ADVANCES IN ASTRONOMY AND SPACE PHYSICS,ADV ASTRON SPACE PHY,UKRAINE,,,,X
ADVANCES IN ATMOSPHERIC SCIENCES,ADV ATMOS SCI,PEOPLES R CHINA,X,,,
ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,ADV ATOM MOL OPT PHY,UNITED STATES,X,,,
ADVANCES IN AUTISM,ADV AUTISM,ENGLAND,,,,X
ADVANCES IN BIOCHEMICAL ENGINEERING-BIOTECHNOLOGY,ADV BIOCHEM ENG BIOT,UNITED STATES,X,,,
ADVANCES IN BOTANICAL RESEARCH,ADV BOT RES,UNITED STATES,X,,,
ADVANCES IN BUILDING ENERGY RESEARCH,ADV BUILD ENERGY RES,ENGLAND,,,,X
ADVANCES IN CALCULUS OF VARIATIONS,ADV CALC VAR,GERMANY,X,,,
ADVANCES IN CANCER RESEARCH,ADV CANCER RES,UNITED STATES,X,,,
ADVANCES IN CARBOHYDRATE CHEMISTRY AND BIOCHEMISTRY,ADV CARBOHYD CHEM BI,UNITED STATES,X,,,
ADVANCES IN CATALYSIS,ADV CATAL,UNITED STATES,X,,,
ADVANCES IN CEMENT RESEARCH,ADV CEM RES,ENGLAND,X,,,
ADVANCES IN CHEMICAL PHYSICS,ADV CHEM PHYS,UNITED STATES,X,,,
ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR,ADV CHILD DEV BEHAV,UNITED STATES,,X,,
ADVANCES IN CHRONIC KIDNEY DISEASE,ADV CHRONIC KIDNEY D,UNITED STATES,X,,,
ADVANCES IN CIVIL ENGINEERING,ADV CIV ENG,UNITED STATES,X,,,
ADVANCES IN CIVIL ENGINEERING MATERIALS,ADV CIV ENG MATER,UNITED STATES,,,,X
ADVANCES IN CLIMATE CHANGE RESEARCH,ADV CLIM CHANG RES,PEOPLES R CHINA,X,,,
ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE,ADV CLIN EXP MED,POLAND,X,,,
ADVANCES IN CLINICAL CHEMISTRY,ADV CLIN CHEM,UNITED STATES,X,,,
ADVANCES IN COGNITIVE PSYCHOLOGY,ADV COGN PSYCHOL,POLAND,,X,,
ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,NETHERLANDS,X,,,
ADVANCES IN COMPLEX SYSTEMS,ADV COMPLEX SYST,SINGAPORE,X,,,
ADVANCES IN COMPUTATIONAL DESIGN,ADV COMPUT DES,SOUTH KOREA,,,,X
ADVANCES IN COMPUTATIONAL MATHEMATICS,ADV COMPUT MATH,NETHERLANDS,X,,,
ADVANCES IN COMPUTERS,ADV COMPUT,UNITED STATES,X,,,
ADVANCES IN CONCRETE CONSTRUCTION,ADV CONCR CONSTR,SOUTH KOREA,X,,,
ADVANCES IN CONDENSED MATTER PHYSICS,ADV COND MATTER PHYS,UNITED STATES,X,,,
ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,ADV DATA ANAL CLASSI,GERMANY,X,,,
ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS,ADV DATA SCI ADAPT,SINGAPORE,,,,X
ADVANCES IN DEVELOPING HUMAN RESOURCES,ADV DEV HUM RESOUR,UNITED STATES,,,,X
ADVANCES IN DIFFERENCE EQUATIONS,ADV DIFFER EQU-NY,UNITED STATES,X,,,
ADVANCES IN DIFFERENTIAL EQUATIONS,ADV DIFFERENTIAL EQU,UNITED STATES,X,,,
ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES,ADV DIFFER EQU CONTR,INDIA,,,,X
ADVANCES IN DIGESTIVE MEDICINE,ADV DIG MED,ENGLAND,,,,X
ADVANCES IN DUAL DIAGNOSIS,ADV DUAL DIAGN,ENGLAND,,,,X
ADVANCES IN ECOLOGICAL RESEARCH,ADV ECOL RES,UNITED STATES,X,,,
ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,ADV ELECTR COMPUT EN,ROMANIA,X,,,
ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING,ADV ELECTR ELECTRON,CZECH REPUBLIC,,,,X
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,ENGLAND,X,,,
ADVANCES IN ENVIRONMENTAL RESEARCH-AN INTERNATIONAL JOURNAL,AD ENVIRON RES,SOUTH KOREA,,,,X
ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,ADV EXP MED BIOL,UNITED STATES,X,,,
ADVANCES IN FUZZY SYSTEMS,ADV FUZZY SYST,UNITED STATES,,,,X
ADVANCES IN GENETICS,ADV GENET,UNITED STATES,X,,,
ADVANCES IN GEOMETRY,ADV GEOM,GERMANY,X,,,
ADVANCES IN GEOPHYSICS,ADV GEOPHYS,UNITED STATES,X,,,
ADVANCES IN GERONTOLOGY,ADV GERONTOL,RUSSIA,,,,X
ADVANCES IN GROUP THEORY AND APPLICATIONS,ADV GROUP THEOR APPL,ITALY,,,,X
ADVANCES IN HEALTH SCIENCES EDUCATION,ADV HEALTH SCI EDUC,UNITED STATES,X,X,,
ADVANCES IN HETEROCYCLIC CHEMISTRY,ADV HETEROCYCL CHEM,UNITED STATES,X,,,
ADVANCES IN HIGH ENERGY PHYSICS,ADV HIGH ENERGY PHYS,UNITED STATES,X,,,
ADVANCES IN HOSPITALITY AND TOURISM RESEARCH-AHTR,ADV HOSP TOUR RES-AH,TURKEY,,,,X
ADVANCES IN HUMAN BIOLOGY,ADV HUM BIOL,INDIA,,,,X
ADVANCES IN HUMAN-COMPUTER INTERACTION,ADV HUM-COMPUT INTER,UNITED STATES,,,,X
ADVANCES IN IMMUNOLOGY,ADV IMMUNOL,UNITED STATES,X,,,
ADVANCES IN INORGANIC CHEMISTRY,ADV INORG CHEM,UNITED STATES,X,,,
ADVANCES IN INSECT PHYSIOLOGY,ADV INSECT PHYSIOL,UNITED STATES,X,,,
ADVANCES IN INTEGRATIVE MEDICINE,ADV INTEGR MED,NETHERLANDS,,,,X
ADVANCES IN LIFE COURSE RESEARCH,ADV LIFE COURSE RES,ENGLAND,,X,,
ADVANCES IN MANUFACTURING,ADV MANUF,PEOPLES R CHINA,X,,,
ADVANCES IN MARINE BIOLOGY,ADV MAR BIOL,UNITED STATES,X,,,
ADVANCES IN MATERIALS AND PROCESSING TECHNOLOGIES,ADV MATER PROCESS TE,ENGLAND,,,,X
ADVANCES IN MATERIALS RESEARCH-AN INTERNATIONAL JOURNAL,ADV MATER RES-KR,SOUTH KOREA,,,,X
ADVANCES IN MATERIALS SCIENCE,ADV MATER SCI,POLAND,,,,X
ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,ADV MATER SCI ENG,UNITED STATES,X,,,
ADVANCES IN MATHEMATICAL PHYSICS,ADV MATH PHYS,UNITED STATES,X,,,
ADVANCES IN MATHEMATICS,ADV MATH,UNITED STATES,X,,,
ADVANCES IN MATHEMATICS OF COMMUNICATIONS,ADV MATH COMMUN,UNITED STATES,X,,,
ADVANCES IN MECHANICAL ENGINEERING,ADV MECH ENG,ENGLAND,X,,,
ADVANCES IN MEDICAL EDUCATION AND PRACTICE,ADV MED EDUC PRACT,ENGLAND,,,,X
ADVANCES IN MEDICAL SCIENCES,ADV MED SCI-POLAND,POLAND,X,,,
ADVANCES IN MENTAL HEALTH,ADV MENT HEALTH,AUSTRALIA,,,,X
ADVANCES IN MENTAL HEALTH AND INTELLECTUAL DISABILITIES,ADV MENT HEALTH INTE,ENGLAND,,,,X
ADVANCES IN METEOROLOGY,ADV METEOROL,UNITED STATES,X,,,
ADVANCES IN MICROBIAL PHYSIOLOGY,ADV MICROB PHYSIOL,UNITED STATES,X,,,
ADVANCES IN MULTIMEDIA,ADV MULTIMED,UNITED STATES,,,,X
ADVANCES IN NANO RESEARCH,ADV NANO RES,SOUTH KOREA,X,,,
ADVANCES IN NEONATAL CARE,ADV NEONAT CARE,UNITED STATES,X,X,,
ADVANCES IN NONLINEAR ANALYSIS,ADV NONLINEAR ANAL,GERMANY,X,,,
ADVANCES IN NURSING SCIENCE,ADV NURS SCI,UNITED STATES,X,X,,
ADVANCES IN NUTRITION,ADV NUTR,UNITED STATES,X,,,
ADVANCES IN OPERATIONS RESEARCH,ADV OPER RES,UNITED STATES,,,,X
ADVANCES IN OPERATOR THEORY,ADV OPER THEORY,SWITZERLAND,,,,X
ADVANCES IN OPTICS AND PHOTONICS,ADV OPT PHOTONICS,UNITED STATES,X,,,
ADVANCES IN OPTOELECTRONICS,ADV OPTOELECTRON,UNITED STATES,,,,X
ADVANCES IN ORGANOMETALLIC CHEMISTRY,ADV ORGANOMET CHEM,UNITED STATES,X,,,
ADVANCES IN ORTHOPEDICS,ADV ORTHOP,UNITED STATES,,,,X
ADVANCES IN PARASITOLOGY,ADV PARASIT,UNITED STATES,X,,,
ADVANCES IN PHARMACOLOGICAL AND PHARMACEUTICAL SCIENCES,ADV PHARM PHARM SCI,ENGLAND,,,,X
ADVANCES IN PHARMACOLOGICAL SCIENCES,ADV PHARMACOL SCI,UNITED STATES,,,,X
ADVANCES IN PHARMACOLOGY AND PHARMACY,ADV PHARMACOL PHARM,UNITED STATES,,,,X
ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,ADV PHYS ORG CHEM,UNITED STATES,X,,,
ADVANCES IN PHYSICS,ADV PHYS,ENGLAND,X,,,
ADVANCES IN PHYSICS-X,ADV PHYS-X,ENGLAND,X,,,
ADVANCES IN PHYSIOLOGY EDUCATION,ADV PHYSIOL EDUC,UNITED STATES,X,,,
ADVANCES IN POLYMER TECHNOLOGY,ADV POLYM TECH,UNITED STATES,X,,,
ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT,ADV PROD ENG MANAG,SLOVENIA,X,,,
ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY,ADV PROTEIN CHEM STR,UNITED STATES,X,,,
ADVANCES IN PURE AND APPLIED MATHEMATICS,ADV PURE APPL MATH,ENGLAND,,,,X
ADVANCES IN QUANTUM CHEMISTRY,ADV QUANTUM CHEM,UNITED STATES,X,,,
