Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
SIAM JOURNAL ON DISCRETE MATHEMATICS,SIAM J DISCRETE MATH,UNITED STATES,X,,,
SIAM JOURNAL ON FINANCIAL MATHEMATICS,SIAM J FINANC MATH,UNITED STATES,X,X,,
SIAM JOURNAL ON IMAGING SCIENCES,SIAM J IMAGING SCI,UNITED STATES,X,,,
SIAM JOURNAL ON MATHEMATICAL ANALYSIS,SIAM J MATH ANAL,UNITED STATES,X,,,
SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,SIAM J MATRIX ANAL A,UNITED STATES,X,,,
SIAM JOURNAL ON NUMERICAL ANALYSIS,SIAM J NUMER ANAL,UNITED STATES,X,,,
SIAM JOURNAL ON OPTIMIZATION,SIAM J OPTIMIZ,UNITED STATES,X,,,
SIAM JOURNAL ON SCIENTIFIC COMPUTING,SIAM J SCI COMPUT,UNITED STATES,X,,,
SIAM REVIEW,SIAM REV,UNITED STATES,X,,,
SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,SIAM-ASA J UNCERTAIN,UNITED STATES,X,,,
SIBERIAN ELECTRONIC MATHEMATICAL REPORTS-SIBIRSKIE ELEKTRONNYE MATEMATICHESKIE IZVESTIYA,SIB ELECTRON MATH RE,RUSSIA,,,,X
SIBERIAN HISTORICAL RESEARCH-SIBIRSKIE ISTORICHESKIE ISSLEDOVANIYA,SIB HIST RES,RUSSIA,,,,X
SIBERIAN MATHEMATICAL JOURNAL,SIBERIAN MATH J+,RUSSIA,X,,,
SIBIRICA-INTERDISCIPLINARY JOURNAL OF SIBERIAN STUDIES,SIBIRICA,ENGLAND,,,,X
SIBIRSKII FILOLOGICHESKII ZHURNAL,SIB FILOL ZHURNAL,RUSSIA,,,,X
SIBIRSKIY PSIKHOLOGICHESKIY ZHURNAL-SIBERIAN JOURNAL OF PSYCHOLOGY,SIBIRSKIY PSIKHOL ZH,RUSSIA,,,,X
SIC-A JOURNAL OF LITERATURE CULTURE AND LITERARY TRANSLATION,SIC,CROATIA,,,,X
SICOT-J,SICOT-J,FRANCE,,,,X
SICS SOFTWARE-INTENSIVE CYBER-PHYSICAL SYSTEMS,SICS SOFTWARE,GERMANY,,,,X
SIGHT AND SOUND,SIGHT SOUND,ENGLAND,,,X,
SIGMA JOURNAL OF ENGINEERING AND NATURAL SCIENCES-SIGMA MUHENDISLIK VE FEN BILIMLERI DERGISI,SIGMA J ENG NAT SCI,TURKEY,,,,X
SIGMAE,SIGMAE,BRAZIL,,,,X
SIGMOD RECORD,SIGMOD REC,UNITED STATES,X,,,
SIGN LANGUAGE & LINGUISTICS,SIGN LANG LINGUIST,NETHERLANDS,,,,X
SIGN LANGUAGE STUDIES,SIGN LANG STUD,UNITED STATES,,,,X
SIGN SYSTEMS STUDIES,SIGN SYST STUD,ESTONIA,,,X,
SIGNA VITAE,SIGNA VITAE,CROATIA,X,,,
SIGNAL IMAGE AND VIDEO PROCESSING,SIGNAL IMAGE VIDEO P,ENGLAND,X,,,
SIGNAL PROCESSING,SIGNAL PROCESS,NETHERLANDS,X,,,
SIGNAL PROCESSING-IMAGE COMMUNICATION,SIGNAL PROCESS-IMAGE,NETHERLANDS,X,,,
SIGNAL TRANSDUCTION AND TARGETED THERAPY,SIGNAL TRANSDUCT TAR,PEOPLES R CHINA,X,,,
SIGNA-REVISTA DE LA ASOCIACION ESPANOLA DE SEMIOTICA,SIGNA,SPAIN,,,X,
SIGNO Y SENA-REVISTA DEL INSTITUTO DE LINGUISTICA,SIGNO SENA,ARGENTINA,,,,X
SIGNS,SIGNS,UNITED STATES,,X,,
SIGNS AND SOCIETY,SIGNS SOC,UNITED STATES,,X,X,
SIKH FORMATIONS-RELIGION CULTURE THEORY,SIKH FORM,ENGLAND,,,,X
SILICON,SILICON-NETH,NETHERLANDS,X,,,
SILVA FENNICA,SILVA FENN,FINLAND,X,,,
SILVAE GENETICA,SILVAE GENET,GERMANY,X,,,
SIMBIOTICA,SIMBIOTICA,BRAZIL,,,,X
SIMIOLUS-NETHERLANDS QUARTERLY FOR THE HISTORY OF ART,SIMIOLUS,NETHERLANDS,,,X,
SIMPLEGADI,SIMPLEGADI,ITALY,,,,X
SIMULATION & GAMING,SIMULAT GAMING,UNITED STATES,,,,X
SIMULATION IN HEALTHCARE-JOURNAL OF THE SOCIETY FOR SIMULATION IN HEALTHCARE,SIMUL HEALTHC,UNITED STATES,X,,,
SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,NETHERLANDS,X,,,
SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,ENGLAND,X,,,
SINGAPORE ECONOMIC REVIEW,SINGAP ECON REV,SINGAPORE,,X,,
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,SINGAPORE J TROP GEO,SINGAPORE,,X,,
SINGAPORE MEDICAL JOURNAL,SINGAP MED J,SINGAPORE,X,,,
SINN UND FORM,SINN FORM,GERMANY,,,X,
SINO-CHRISTIAN STUDIES,SINO-CHRIST STUD,TAIWAN,,,X,
SINTAGMA,SINTAGMA,SPAIN,,X,X,
SISTEMAS & GESTAO,SIST GEST,BRAZIL,,,,X
SITUARTE,SITUARTE,VENEZUELA,,,,X
SIXTEENTH CENTURY JOURNAL,SIXTEENTH CENT J,UNITED STATES,,,X,
SIXTIES-A JOURNAL OF HISTORY POLITICS AND CULTURE,SIXTIES,UNITED STATES,,,,X
SIYASAL-JOURNAL OF POLITICAL SCIENCES,SIYASAL-J POLIT SCI,TURKEY,,,,X
SKANDINAVSKAYA FILOLOGIYA,SKAND FILOL,RUSSIA,,,,X
SKASE JOURNAL OF THEORETICAL LINGUISTICS,SKASE J THEOR LING,SLOVAKIA,,,,X
SKELETAL MUSCLE,SKELET MUSCLE,ENGLAND,X,,,
SKELETAL RADIOLOGY,SKELETAL RADIOL,UNITED STATES,X,,,
SKHIDNOIEVROPEISKYI ISTORYCHNYI VISNYK-EAST EUROPEAN HISTORICAL BULLETIN,SKHIDNOIEVRO ISTOR V,UKRAINE,,,,X
SKIN APPENDAGE DISORDERS,SKIN APPENDAGE DISOR,SWITZERLAND,,,,X
SKIN PHARMACOLOGY AND PHYSIOLOGY,SKIN PHARMACOL PHYS,UNITED STATES,X,,,
SKIN RESEARCH AND TECHNOLOGY,SKIN RES TECHNOL,DENMARK,X,,,
SLAS DISCOVERY,SLAS DISCOV,UNITED STATES,X,,,
SLAS TECHNOLOGY,SLAS TECHNOL,UNITED STATES,X,,,
SLAVERY & ABOLITION,SLAVERY ABOLIT,ENGLAND,,,X,
SLAVIA MERIDIONALIS,SLAVIA MERID,POLAND,,,,X
SLAVIA-CASOPIS PRO SLOVANSKOU FILOLOGII,SLAVIA,CZECH REPUBLIC,,,,X
SLAVIC AND EAST EUROPEAN JOURNAL,SLAVIC E EUR J,UNITED STATES,,,X,
SLAVIC REVIEW,SLAVIC REV,UNITED STATES,,X,X,
SLAVICA TERGESTINA,SLAV TERGESTINA,ITALY,,,,X
SLAVONIC AND EAST EUROPEAN REVIEW,SLAVON E EUR REV,ENGLAND,,,X,
SLAVONICA,SLAVONICA,ENGLAND,,,,X
SLEEP,SLEEP,UNITED STATES,X,,,
SLEEP AND BIOLOGICAL RHYTHMS,SLEEP BIOL RHYTHMS,JAPAN,X,,,
SLEEP AND BREATHING,SLEEP BREATH,GERMANY,X,,,
SLEEP HEALTH,SLEEP HEALTH,UNITED STATES,X,,,
SLEEP MEDICINE,SLEEP MED,NETHERLANDS,X,,,
SLEEP MEDICINE CLINICS,SLEEP MED CLIN,UNITED STATES,,,,X
SLEEP MEDICINE REVIEWS,SLEEP MED REV,ENGLAND,X,,,
SLEEP SCIENCE,SLEEP SCI,BRAZIL,,,,X
SLOVAK JOURNAL OF CIVIL ENGINEERING,SLOVAK J CIV ENG,SLOVAKIA,,,,X
SLOVENE-INTERNATIONAL JOURNAL OF SLAVIC STUDIES,SLOV-INT J SLAV STUD,RUSSIA,,,,X
SLOVENIAN VETERINARY RESEARCH,SLOV VET RES,SLOVENIA,X,,,
SLOVENSKA ARCHEOLOGIA,SLOV ARCHEOL,SLOVAKIA,,,,X
SLOVENSKA LITERATURA,SLOV LIT,SLOVAKIA,,,,X
SLOVENSKY NARODOPIS-SLOVAK ETHNOLOGY,SLOVENSKY NARODOP,SLOVAKIA,,,,X
SLOVO,SLOVO-LONDON,ENGLAND,,,X,
SLOVO A SLOVESNOST,SLOVO SLOVESNOST,CZECH REPUBLIC,,X,X,
SMALL,SMALL,GERMANY,X,,,
SMALL AXE,SMALL AXE,UNITED STATES,,,X,
SMALL BUSINESS ECONOMICS,SMALL BUS ECON,NETHERLANDS,,X,,
SMALL ENTERPRISE RESEARCH,SMALL ENTERP RES,AUSTRALIA,,,,X
SMALL GROUP RESEARCH,SMALL GR RES,UNITED STATES,,X,,
SMALL METHODS,SMALL METHODS,GERMANY,X,,,
SMALL RUMINANT RESEARCH,SMALL RUMINANT RES,NETHERLANDS,X,,,
SMALL WARS AND INSURGENCIES,SMALL WAR INSUR,ENGLAND,,,,X
SMALL-SCALE FORESTRY,SMALL-SCALE FOR,NETHERLANDS,X,,,
SMART AND SUSTAINABLE BUILT ENVIRONMENT,SMART SUSTAIN BUILT,ENGLAND,,,,X
SMART AND SUSTAINABLE MANUFACTURING SYSTEMS,SMART SUSTAIN MANUF,UNITED STATES,,,,X
SMART HOMECARE TECHNOLOGY AND TELEHEALTH,SMART HOMECARE TECHN,NEW ZEALAND,,,,X
SMART MATERIALS AND STRUCTURES,SMART MATER STRUCT,ENGLAND,X,,,
SMART SCIENCE,SMART SCI,ENGLAND,,,,X
SMART STRUCTURES AND SYSTEMS,SMART STRUCT SYST,SOUTH KOREA,X,,,
SMART-JOURNAL OF BUSINESS MANAGEMENT STUDIES,SMART-J BUS MANAG ST,INDIA,,,,X
SMITH COLLEGE STUDIES IN SOCIAL WORK,SMITH COLL STUD SOC,ENGLAND,,,,X
SN APPLIED SCIENCES,SN APPL SCI,SWITZERLAND,,,,X
SNIPPETS,SNIPPETS,ITALY,,,,X
SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW,SOBORNOST E CHURCH R,ENGLAND,,,X,
SOCAR PROCEEDINGS,SOCAR PROC,AZERBAIJAN,,,,X
SOCCER & SOCIETY,SOCCER SOC,ENGLAND,,,,X
SOCIAL & CULTURAL GEOGRAPHY,SOC CULT GEOGR,UNITED STATES,,X,,
SOCIAL & LEGAL STUDIES,SOC LEGAL STUD,ENGLAND,,X,,
SOCIAL ALTERNATIVES,SOC ALTERN,AUSTRALIA,,,,X
SOCIAL ANALYSIS,SOC ANAL,UNITED STATES,,X,,
SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS,SOC PERSONAL PSYCHOL,ENGLAND,,X,,
SOCIAL BEHAVIOR AND PERSONALITY,SOC BEHAV PERSONAL,NEW ZEALAND,,X,,
SOCIAL CHOICE AND WELFARE,SOC CHOICE WELFARE,GERMANY,,X,,
SOCIAL COGNITION,SOC COGNITION,UNITED STATES,,X,,
SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,SOC COGN AFFECT NEUR,ENGLAND,X,X,,
SOCIAL COMPASS,SOC COMPASS,BELGIUM,,X,X,
SOCIAL CURRENTS,SOC CURR,UNITED STATES,,,,X
SOCIAL DEVELOPMENT,SOC DEV,ENGLAND,,X,,
SOCIAL DYNAMICS-A JOURNAL OF AFRICAN STUDIES,SOC DYNAMICS,SOUTH AFRICA,,X,,
SOCIAL ENTERPRISE JOURNAL,SOC ENTERP J,ENGLAND,,,,X
SOCIAL EPISTEMOLOGY,SOC EPISTEMOL,ENGLAND,,X,X,
SOCIAL EVOLUTION & HISTORY,SOC EVOL HIST,RUSSIA,,,,X
SOCIAL FORCES,SOC FORCES,UNITED STATES,,X,,
SOCIAL HISTORY,SOC HIST,ENGLAND,,,X,
SOCIAL HISTORY OF MEDICINE,SOC HIST MED,ENGLAND,X,X,X,
SOCIAL IDENTITIES,SOC IDENT,ENGLAND,,,,X
SOCIAL INCLUSION,SOC INCL,PORTUGAL,,X,,
SOCIAL INDICATORS RESEARCH,SOC INDIC RES,NETHERLANDS,,X,,
SOCIAL INFLUENCE,SOC INFLUENCE,ENGLAND,,X,,
SOCIAL ISSUES AND POLICY REVIEW,SOC ISS POLICY REV,UNITED STATES,,X,,
SOCIAL JUSTICE RESEARCH,SOC JUSTICE RES,NETHERLANDS,,X,,
SOCIAL MARKETING QUARTERLY,SOC MARK Q,ENGLAND,,,,X
SOCIAL MEDIA + SOCIETY,SOC MEDIA SOC,ENGLAND,,X,,
SOCIAL MOVEMENT STUDIES,SOC MOVEMENT STUD,ENGLAND,,X,,
SOCIAL NETWORK ANALYSIS AND MINING,SOC NETW ANAL MIN,AUSTRIA,,,,X
SOCIAL NETWORKS,SOC NETWORKS,SWITZERLAND,,X,,
SOCIAL NEUROSCIENCE,SOC NEUROSCI-UK,ENGLAND,X,,,
SOCIAL PHILOSOPHY & POLICY,SOC PHILOS POLICY,ENGLAND,,X,X,
SOCIAL POLICY & ADMINISTRATION,SOC POLICY ADMIN,ENGLAND,,X,,
SOCIAL POLICY AND SOCIETY,SOC POLICY SOC,ENGLAND,,X,,
SOCIAL POLITICS,SOC POLIT,UNITED STATES,,X,,
SOCIAL PROBLEMS,SOC PROBL,UNITED STATES,,X,,
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,SOC PSYCH PSYCH EPID,GERMANY,X,X,,
SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,SOC PSYCHOL PERS SCI,UNITED STATES,,X,,
SOCIAL PSYCHOLOGY,SOC PSYCHOL-GERMANY,UNITED STATES,,X,,
SOCIAL PSYCHOLOGY AND SOCIETY,SOC PSYCHOL SOC,RUSSIA,,,,X
SOCIAL PSYCHOLOGY OF EDUCATION,SOC PSYCHOL EDUC,NETHERLANDS,,X,,
SOCIAL PSYCHOLOGY QUARTERLY,SOC PSYCHOL QUART,UNITED STATES,,X,,
SOCIAL RESEARCH,SOC RES,UNITED STATES,,X,,
SOCIAL RESPONSIBILITY JOURNAL,SOC RESPONSIB J,ENGLAND,,,,X
SOCIAL SCIENCE & MEDICINE,SOC SCI MED,ENGLAND,X,X,,
SOCIAL SCIENCE COMPUTER REVIEW,SOC SCI COMPUT REV,UNITED STATES,X,X,,
SOCIAL SCIENCE HISTORY,SOC SCI HIST,UNITED STATES,,X,X,
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,SOC SCI INFORM,NETHERLANDS,,X,,
SOCIAL SCIENCE JAPAN JOURNAL,SOC SCI JPN J,ENGLAND,,X,,
SOCIAL SCIENCE JOURNAL,SOC SCI J,ENGLAND,,X,,
SOCIAL SCIENCE QUARTERLY,SOC SCI QUART,UNITED STATES,,X,,
SOCIAL SCIENCE RESEARCH,SOC SCI RES,UNITED STATES,,X,,
SOCIAL SCIENCES AND MISSIONS-SCIENCES SOCIALES ET MISSIONS,SOC SCI MISSION,NETHERLANDS,,,,X
SOCIAL SCIENCES IN CHINA,SOC SCI CHINA,ENGLAND,,,,X
SOCIAL SEMIOTICS,SOC SEMIOT,ENGLAND,,X,X,
SOCIAL SERVICE REVIEW,SOC SERV REV,UNITED STATES,,X,,
SOCIAL STUDIES OF SCIENCE,SOC STUD SCI,UNITED STATES,X,X,X,
SOCIAL TEXT,SOC TEXT,UNITED STATES,,,,X
SOCIAL THEORY & HEALTH,SOC THEOR HEALTH,ENGLAND,,X,,
SOCIAL WELFARE INTERDISCIPLINARY APPROACH,SOC WELF INTERDISCIP,LITHUANIA,,,,X
SOCIAL WORK,SOC WORK,UNITED STATES,,X,,
SOCIAL WORK EDUCATION,SOC WORK EDUC,ENGLAND,,,,X
SOCIAL WORK IN HEALTH CARE,SOC WORK HEALTH CARE,UNITED STATES,,X,,
SOCIAL WORK IN MENTAL HEALTH,SOC WORK MENT HEALTH,UNITED STATES,,,,X
SOCIAL WORK IN PUBLIC HEALTH,SOC WORK PUBLIC HLTH,UNITED STATES,,X,,
SOCIAL WORK RESEARCH,SOC WORK RES,UNITED STATES,,X,,
SOCIAL WORK-MAATSKAPLIKE WERK,SOC WORK-MAATSK WERK,SOUTH AFRICA,,,,X
SOCIALINE TEORIJA EMPIRIJA POLITIKA IR PRAKTIKA,SOC TEOR EMP POLIT P,LITHUANIA,,,,X
SOCIEDADES PRECAPITALISTAS,SOC PRECAPITALISTAS,ARGENTINA,,,,X
SOCIETAMUTAMENTOPOLITICA-RIVISTA ITALIANA DI SOCIOLOGIA,SOCIETAMUTAMENTOPOLI,ITALY,,,,X
SOCIETES,SOCIETES,BELGIUM,,,X,
SOCIETIES,SOCIETIES,SWITZERLAND,,,,X
SOCIETY,SOCIETY,UNITED STATES,,X,,
SOCIETY & ANIMALS,SOC ANIM,NETHERLANDS,X,X,,
SOCIETY & NATURAL RESOURCES,SOC NATUR RESOUR,UNITED STATES,,X,,
SOCIETY AND BUSINESS REVIEW,SOC BUS REV,ENGLAND,,,,X
SOCIETY AND MENTAL HEALTH,SOC MENT HEALTH,UNITED STATES,,X,,
SOCIOBIOLOGY,SOCIOBIOLOGY,UNITED STATES,X,,,
SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,ENGLAND,X,X,,
SOCIO-ECONOMIC REVIEW,SOCIO-ECON REV,ENGLAND,,X,,
SOCIOHISTORICA-CUADERNOS DEL CISH,SOCIOHISTORICA-CUAD,ARGENTINA,,,,X
SOCIOLINGUISTIC STUDIES,SOCIOLING STUD,ENGLAND,,,,X
SOCIOLOGIA,SOCIOLOGIA-BRATISLAV,SLOVAKIA,,X,,
SOCIOLOGIA NAUKI I TEHNOLOGIJ-SOCIOLOGY OF SCIENCE & TECHNOLOGY,SOCIOL NAUK TEHNOL,RUSSIA,,,,X
SOCIOLOGIA RURALIS,SOCIOL RURALIS,NETHERLANDS,,X,,
SOCIOLOGIA Y TECNOCIENCIA,SOCIOL TEC,SPAIN,,,,X
SOCIOLOGICAL FORUM,SOCIOL FORUM,UNITED STATES,,X,,
SOCIOLOGICAL INQUIRY,SOCIOL INQ,UNITED STATES,,X,,
SOCIOLOGICAL METHODOLOGY,SOCIOL METHODOL,UNITED STATES,,X,,
SOCIOLOGICAL METHODS & RESEARCH,SOCIOL METHOD RES,UNITED STATES,,X,,
SOCIOLOGICAL PERSPECTIVES,SOCIOL PERSPECT,UNITED STATES,,X,,
SOCIOLOGICAL QUARTERLY,SOCIOL QUART,UNITED STATES,,X,,
SOCIOLOGICAL RESEARCH ONLINE,SOCIOL RES ONLINE,ENGLAND,,X,,
SOCIOLOGICAL REVIEW,SOCIOL REV,ENGLAND,,X,,
SOCIOLOGICAL SCIENCE,SOCIOL SCI,UNITED STATES,,X,,
SOCIOLOGICAL SPECTRUM,SOCIOL SPECTRUM,UNITED STATES,,X,,
SOCIOLOGICAL THEORY,SOCIOL THEOR,UNITED STATES,,X,,
SOCIOLOGICESKOE OBOZRENIE,SOCIOL OBOZR,RUSSIA,,,,X
SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,SOCIOL CAS,CZECH REPUBLIC,,X,,
SOCIOLOGIE DU TRAVAIL,SOCIOL TRAV,FRANCE,,X,,
SOCIOLOGIJA,SOCIOLOGIJA,SERBIA,,,,X
SOCIOLOGISK FORSKNING,SOCIOL FORSKNIN,SWEDEN,,X,,
SOCIOLOGUS,SOCIOLOGUS,GERMANY,,X,,
SOCIOLOGY COMPASS,SOCIOL COMPASS,ENGLAND,,X,,
SOCIOLOGY OF DEVELOPMENT,SOCIOL DEV,UNITED STATES,,,,X
SOCIOLOGY OF EDUCATION,SOCIOL EDUC,UNITED STATES,,X,,
SOCIOLOGY OF HEALTH & ILLNESS,SOCIOL HEALTH ILL,ENGLAND,,X,,
SOCIOLOGY OF RACE AND ETHNICITY,SOCIOL RACE ETHNIC,UNITED STATES,,X,,
SOCIOLOGY OF RELIGION,SOCIOL RELIG,UNITED STATES,,X,X,
SOCIOLOGY OF SPORT JOURNAL,SOCIOL SPORT J,UNITED STATES,X,X,,
SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,SOCIOLOGY,ENGLAND,,X,,
SODOBNA PEDAGOGIKA-JOURNAL OF CONTEMPORARY EDUCATIONAL STUDIES,SODOB PEDAGOG,SLOVENIA,,,,X
SOFT COMPUTING,SOFT COMPUT,UNITED STATES,X,,,
SOFT MATERIALS,SOFT MATER,UNITED STATES,X,,,
SOFT MATTER,SOFT MATTER,ENGLAND,X,,,
SOFT ROBOTICS,SOFT ROBOT,UNITED STATES,X,,,
SOFTWARE AND SYSTEMS MODELING,SOFTW SYST MODEL,GERMANY,X,,,
SOFTWARE QUALITY JOURNAL,SOFTWARE QUAL J,NETHERLANDS,X,,,
SOFTWARE TESTING VERIFICATION & RELIABILITY,SOFTW TEST VERIF REL,ENGLAND,X,,,
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,ENGLAND,X,,,
SOFTWAREX,SOFTWAREX,NETHERLANDS,X,,,
SOIL,SOIL-GERMANY,GERMANY,X,,,
SOIL & ENVIRONMENT,SOIL ENVRON,PAKISTAN,,,,X
SOIL & SEDIMENT CONTAMINATION,SOIL SEDIMENT CONTAM,UNITED STATES,X,,,
SOIL & TILLAGE RESEARCH,SOIL TILL RES,NETHERLANDS,X,,,
SOIL AND WATER RESEARCH,SOIL WATER RES,CZECH REPUBLIC,X,,,
SOIL BIOLOGY & BIOCHEMISTRY,SOIL BIOL BIOCHEM,ENGLAND,X,,,
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,SOIL DYN EARTHQ ENG,ENGLAND,X,,,
SOIL MECHANICS AND FOUNDATION ENGINEERING,SOIL MECH FOUND ENG+,RUSSIA,X,,,
SOIL RESEARCH,SOIL RES,AUSTRALIA,X,,,
SOIL SCIENCE AND PLANT NUTRITION,SOIL SCI PLANT NUTR,JAPAN,X,,,
SOIL SCIENCE ANNUAL,SOIL SCI ANNU,POLAND,,,,X
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,SOIL SCI SOC AM J,UNITED STATES,X,,,
SOIL SYSTEMS,SOIL SYST,SWITZERLAND,,,,X
SOIL USE AND MANAGEMENT,SOIL USE MANAGE,ENGLAND,X,,,
SOILS AND FOUNDATIONS,SOILS FOUND,JAPAN,X,,,
SOILS AND ROCKS,SOILS ROCKS,BRAZIL,,,,X
SOJOURN-JOURNAL OF SOCIAL ISSUES IN SOUTHEAST ASIA,SOJOURN,SINGAPORE,,,,X
SOLA,SOLA,JAPAN,X,,,
SOLAR ENERGY,SOL ENERGY,UNITED STATES,X,,,
SOLAR ENERGY MATERIALS AND SOLAR CELLS,SOL ENERG MAT SOL C,NETHERLANDS,X,,,
SOLAR PHYSICS,SOL PHYS,NETHERLANDS,X,,,
SOLAR RRL,SOL RRL,GERMANY,X,,,
SOLAR SYSTEM RESEARCH,SOLAR SYST RES+,RUSSIA,X,,,
SOLAR-TERRESTRIAL PHYSICS,SOL-TERR PHYS,RUSSIA,,,,X
SOLDAGEM & INSPECAO,SOLDAGEM INSP,BRAZIL,X,,,
SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,ENGLAND,X,,,
SOLETRAS,SOLETRAS,BRAZIL,,,,X
SOLID EARTH,SOLID EARTH,GERMANY,X,,,
SOLID EARTH SCIENCES,SOLID EARTH SCI,PEOPLES R CHINA,,,,X
SOLID FUEL CHEMISTRY,SOLID FUEL CHEM+,RUSSIA,X,,,
SOLID STATE COMMUNICATIONS,SOLID STATE COMMUN,UNITED STATES,X,,,
SOLID STATE IONICS,SOLID STATE IONICS,NETHERLANDS,X,,,
SOLID STATE NUCLEAR MAGNETIC RESONANCE,SOLID STATE NUCL MAG,UNITED STATES,X,,,
SOLID STATE PHYSICS,SOLID STATE PHYS,UNITED STATES,X,,,
SOLID STATE SCIENCES,SOLID STATE SCI,FRANCE,X,,,
SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,UNITED STATES,X,,,
SOLVENT EXTRACTION AND ION EXCHANGE,SOLVENT EXTR ION EXC,UNITED STATES,X,,,
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,SOLVENT EXTR RES DEV,JAPAN,X,,,
SOMATECHNICS,SOMATECHNICS,SCOTLAND,,,,X
SOMATOSENSORY AND MOTOR RESEARCH,SOMATOSENS MOT RES,ENGLAND,X,,,
SOMNOLOGIE,SOMNOLOGIE,GERMANY,,,,X
SOPHIA,SOPHIA,ENGLAND,,,X,
SOPHIA-COLECCION DE FILOSOFIA DE LA EDUCACION,SOPHIA-COLECCION FIL,ECUADOR,,,,X
SOPHIA-EDUCACION,SOPHIA-EDUC,COLOMBIA,,,,X
SORT-STATISTICS AND OPERATIONS RESEARCH TRANSACTIONS,SORT-STAT OPER RES T,SPAIN,X,,,
SOSYOEKONOMI,SOSYOEKONOMI,TURKEY,,,,X
SOTSIOLOGICHESKIE ISSLEDOVANIYA,SOTSIOL ISSLED+,RUSSIA,,X,,
SOULS,SOULS,UNITED STATES,,X,,
SOUND AND VIBRATION,SOUND VIB,UNITED STATES,,,,X
SOUNDINGS,SOUNDINGS,UNITED STATES,,,X,
SOURCE-NOTES IN THE HISTORY OF ART,SOURCE-NOTE HIST ART,UNITED STATES,,,X,
SOUTH AFRICAN ACTUARIAL JOURNAL,S AFR ACTUAR J,SOUTH AFRICA,,,,X
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,S AFR ARCHAEOL BULL,SOUTH AFRICA,,,X,
SOUTH AFRICAN CRIME QUARTERLY-SACQ,S AFR CRIME Q,SOUTH AFRICA,,,,X
SOUTH AFRICAN FAMILY PRACTICE,S AFR FAM PRACT,SOUTH AFRICA,,,,X
SOUTH AFRICAN GEOGRAPHICAL JOURNAL,S AFR GEOGR J,SOUTH AFRICA,,X,,
SOUTH AFRICAN HISTORICAL JOURNAL,S AFR HIST J,SOUTH AFRICA,,X,X,
SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,S AFR J RES SPORT PH,SOUTH AFRICA,,X,,
SOUTH AFRICAN JOURNAL OF ACCOUNTING RESEARCH,S AFR J ACCOUNT RES,SOUTH AFRICA,,,,X
SOUTH AFRICAN JOURNAL OF AFRICAN LANGUAGES,S AFR J AFR LANG,ENGLAND,,,,X
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,S AFR J ANIM SCI,SOUTH AFRICA,X,,,
SOUTH AFRICAN JOURNAL OF ART HISTORY,SOUTH AFR J ART HIST,SOUTH AFRICA,,,,X
SOUTH AFRICAN JOURNAL OF BIOETHICS AND LAW,S AFR J BIOETH LAW,SOUTH AFRICA,,,,X
SOUTH AFRICAN JOURNAL OF BOTANY,S AFR J BOT,SOUTH AFRICA,X,,,
SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,S AFR J BUS MANAG,SOUTH AFRICA,,X,,
SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,S AFR J CHEM-S-AFR T,SOUTH AFRICA,X,,,
SOUTH AFRICAN JOURNAL OF CHILD HEALTH,S AFR J CHILD HEALTH,SOUTH AFRICA,,,,X
SOUTH AFRICAN JOURNAL OF CHILDHOOD EDUCATION,S AFR J CHILD EDUC,SOUTH AFRICA,,,,X
SOUTH AFRICAN JOURNAL OF CLINICAL NUTRITION,S AFR J CLIN NUTR,SOUTH AFRICA,,,,X
